img,cls
database\paisley\paisley_0100.jpg,database\paisley
database\paisley\paisley_0101.jpg,database\paisley
database\paisley\paisley_0102.jpg,database\paisley
database\paisley\paisley_0103.jpg,database\paisley
database\paisley\paisley_0104.jpg,database\paisley
database\paisley\paisley_0105.jpg,database\paisley
database\paisley\paisley_0106.jpg,database\paisley
database\paisley\paisley_0107.jpg,database\paisley
database\paisley\paisley_0108.jpg,database\paisley
database\paisley\paisley_0109.jpg,database\paisley
database\paisley\paisley_0110.jpg,database\paisley
database\paisley\paisley_0111.jpg,database\paisley
database\paisley\paisley_0112.jpg,database\paisley
database\paisley\paisley_0113.jpg,database\paisley
database\paisley\paisley_0114.jpg,database\paisley
database\paisley\paisley_0115.jpg,database\paisley
database\paisley\paisley_0116.jpg,database\paisley
database\paisley\paisley_0117.jpg,database\paisley
database\paisley\paisley_0118.jpg,database\paisley
database\paisley\paisley_0119.jpg,database\paisley
database\paisley\paisley_0120.jpg,database\paisley
database\paisley\paisley_0121.jpg,database\paisley
database\paisley\paisley_0122.jpg,database\paisley
database\paisley\paisley_0123.jpg,database\paisley
database\paisley\paisley_0124.jpg,database\paisley
database\paisley\paisley_0125.jpg,database\paisley
database\paisley\paisley_0126.jpg,database\paisley
database\paisley\paisley_0127.jpg,database\paisley
database\paisley\paisley_0128.jpg,database\paisley
database\paisley\paisley_0129.jpg,database\paisley
database\paisley\paisley_0130.jpg,database\paisley
database\paisley\paisley_0131.jpg,database\paisley
database\perforated\perforated_0001.jpg,database\perforated
database\perforated\perforated_0003.jpg,database\perforated
database\perforated\perforated_0004.jpg,database\perforated
database\perforated\perforated_0012.jpg,database\perforated
database\perforated\perforated_0013.jpg,database\perforated
database\perforated\perforated_0014.jpg,database\perforated
database\perforated\perforated_0015.jpg,database\perforated
database\perforated\perforated_0016.jpg,database\perforated
database\perforated\perforated_0023.jpg,database\perforated
database\perforated\perforated_0024.jpg,database\perforated
database\perforated\perforated_0025.jpg,database\perforated
database\perforated\perforated_0026.jpg,database\perforated
database\perforated\perforated_0033.jpg,database\perforated
database\perforated\perforated_0034.jpg,database\perforated
database\perforated\perforated_0035.jpg,database\perforated
database\perforated\perforated_0036.jpg,database\perforated
database\perforated\perforated_0037.jpg,database\perforated
database\perforated\perforated_0038.jpg,database\perforated
database\perforated\perforated_0039.jpg,database\perforated
database\perforated\perforated_0040.jpg,database\perforated
database\perforated\perforated_0041.jpg,database\perforated
database\perforated\perforated_0042.jpg,database\perforated
database\perforated\perforated_0043.jpg,database\perforated
database\perforated\perforated_0044.jpg,database\perforated
database\perforated\perforated_0045.jpg,database\perforated
database\perforated\perforated_0046.jpg,database\perforated
database\perforated\perforated_0047.jpg,database\perforated
database\perforated\perforated_0050.jpg,database\perforated
database\perforated\perforated_0051.jpg,database\perforated
database\perforated\perforated_0052.jpg,database\perforated
database\perforated\perforated_0053.jpg,database\perforated
database\perforated\perforated_0057.jpg,database\perforated
database\perforated\perforated_0063.jpg,database\perforated
database\perforated\perforated_0066.jpg,database\perforated
database\perforated\perforated_0068.jpg,database\perforated
database\perforated\perforated_0069.jpg,database\perforated
database\perforated\perforated_0074.jpg,database\perforated
database\perforated\perforated_0076.jpg,database\perforated
database\perforated\perforated_0077.jpg,database\perforated
database\perforated\perforated_0079.jpg,database\perforated
database\perforated\perforated_0080.jpg,database\perforated
database\perforated\perforated_0082.jpg,database\perforated
database\perforated\perforated_0085.jpg,database\perforated
database\perforated\perforated_0087.jpg,database\perforated
database\perforated\perforated_0088.jpg,database\perforated
database\perforated\perforated_0089.jpg,database\perforated
database\perforated\perforated_0090.jpg,database\perforated
database\perforated\perforated_0097.jpg,database\perforated
database\perforated\perforated_0099.jpg,database\perforated
database\perforated\perforated_0101.jpg,database\perforated
database\perforated\perforated_0102.jpg,database\perforated
database\perforated\perforated_0103.jpg,database\perforated
database\perforated\perforated_0104.jpg,database\perforated
database\perforated\perforated_0105.jpg,database\perforated
database\perforated\perforated_0106.jpg,database\perforated
database\perforated\perforated_0107.jpg,database\perforated
database\perforated\perforated_0109.jpg,database\perforated
database\perforated\perforated_0110.jpg,database\perforated
database\perforated\perforated_0111.jpg,database\perforated
database\perforated\perforated_0112.jpg,database\perforated
database\perforated\perforated_0113.jpg,database\perforated
database\perforated\perforated_0114.jpg,database\perforated
database\perforated\perforated_0115.jpg,database\perforated
database\perforated\perforated_0116.jpg,database\perforated
database\perforated\perforated_0117.jpg,database\perforated
database\perforated\perforated_0118.jpg,database\perforated
database\perforated\perforated_0119.jpg,database\perforated
database\perforated\perforated_0120.jpg,database\perforated
database\perforated\perforated_0121.jpg,database\perforated
database\perforated\perforated_0122.jpg,database\perforated
database\perforated\perforated_0123.jpg,database\perforated
database\perforated\perforated_0124.jpg,database\perforated
database\perforated\perforated_0125.jpg,database\perforated
database\perforated\perforated_0126.jpg,database\perforated
database\perforated\perforated_0127.jpg,database\perforated
database\perforated\perforated_0128.jpg,database\perforated
database\perforated\perforated_0129.jpg,database\perforated
database\perforated\perforated_0130.jpg,database\perforated
database\perforated\perforated_0131.jpg,database\perforated
database\perforated\perforated_0132.jpg,database\perforated
database\perforated\perforated_0133.jpg,database\perforated
database\perforated\perforated_0134.jpg,database\perforated
database\perforated\perforated_0135.jpg,database\perforated
database\perforated\perforated_0136.jpg,database\perforated
database\perforated\perforated_0137.jpg,database\perforated
database\perforated\perforated_0138.jpg,database\perforated
database\perforated\perforated_0139.jpg,database\perforated
database\perforated\perforated_0140.jpg,database\perforated
database\perforated\perforated_0141.jpg,database\perforated
database\perforated\perforated_0142.jpg,database\perforated
database\perforated\perforated_0143.jpg,database\perforated
database\perforated\perforated_0144.jpg,database\perforated
database\perforated\perforated_0145.jpg,database\perforated
database\perforated\perforated_0146.jpg,database\perforated
database\perforated\perforated_0147.jpg,database\perforated
database\perforated\perforated_0148.jpg,database\perforated
database\perforated\perforated_0149.jpg,database\perforated
database\perforated\perforated_0150.jpg,database\perforated
database\perforated\perforated_0151.jpg,database\perforated
database\perforated\perforated_0152.jpg,database\perforated
database\perforated\perforated_0153.jpg,database\perforated
database\perforated\perforated_0154.jpg,database\perforated
database\perforated\perforated_0155.jpg,database\perforated
database\perforated\perforated_0156.jpg,database\perforated
database\perforated\perforated_0157.jpg,database\perforated
database\perforated\perforated_0158.jpg,database\perforated
database\perforated\perforated_0159.jpg,database\perforated
database\perforated\perforated_0160.jpg,database\perforated
database\perforated\perforated_0161.jpg,database\perforated
database\perforated\perforated_0162.jpg,database\perforated
database\perforated\perforated_0163.jpg,database\perforated
database\perforated\perforated_0164.jpg,database\perforated
database\perforated\perforated_0165.jpg,database\perforated
database\perforated\perforated_0166.jpg,database\perforated
database\perforated\perforated_0167.jpg,database\perforated
database\perforated\perforated_0168.jpg,database\perforated
database\perforated\perforated_0169.jpg,database\perforated
database\perforated\perforated_0170.jpg,database\perforated
database\perforated\perforated_0171.jpg,database\perforated
database\perforated\perforated_0172.jpg,database\perforated
database\pitted\pitted_0001.jpg,database\pitted
database\pitted\pitted_0002.jpg,database\pitted
database\pitted\pitted_0003.jpg,database\pitted
database\pitted\pitted_0004.jpg,database\pitted
database\pitted\pitted_0005.jpg,database\pitted
database\pitted\pitted_0006.jpg,database\pitted
database\pitted\pitted_0007.jpg,database\pitted
database\pitted\pitted_0008.jpg,database\pitted
database\pitted\pitted_0009.jpg,database\pitted
database\pitted\pitted_0010.jpg,database\pitted
database\pitted\pitted_0011.jpg,database\pitted
database\pitted\pitted_0012.jpg,database\pitted
database\pitted\pitted_0025.jpg,database\pitted
database\pitted\pitted_0026.jpg,database\pitted
database\pitted\pitted_0027.jpg,database\pitted
database\pitted\pitted_0030.jpg,database\pitted
database\pitted\pitted_0031.jpg,database\pitted
database\pitted\pitted_0034.jpg,database\pitted
database\pitted\pitted_0035.jpg,database\pitted
database\pitted\pitted_0036.jpg,database\pitted
database\pitted\pitted_0037.jpg,database\pitted
database\pitted\pitted_0038.jpg,database\pitted
database\pitted\pitted_0040.jpg,database\pitted
database\pitted\pitted_0041.jpg,database\pitted
database\pitted\pitted_0043.jpg,database\pitted
database\pitted\pitted_0048.jpg,database\pitted
database\pitted\pitted_0049.jpg,database\pitted
database\pitted\pitted_0051.jpg,database\pitted
database\pitted\pitted_0052.jpg,database\pitted
database\pitted\pitted_0053.jpg,database\pitted
database\pitted\pitted_0054.jpg,database\pitted
database\pitted\pitted_0058.jpg,database\pitted
database\pitted\pitted_0059.jpg,database\pitted
database\pitted\pitted_0060.jpg,database\pitted
database\pitted\pitted_0061.jpg,database\pitted
database\pitted\pitted_0062.jpg,database\pitted
database\pitted\pitted_0064.jpg,database\pitted
database\pitted\pitted_0065.jpg,database\pitted
database\pitted\pitted_0069.jpg,database\pitted
database\pitted\pitted_0070.jpg,database\pitted
database\pitted\pitted_0071.jpg,database\pitted
database\pitted\pitted_0072.jpg,database\pitted
database\pitted\pitted_0073.jpg,database\pitted
database\pitted\pitted_0074.jpg,database\pitted
database\pitted\pitted_0075.jpg,database\pitted
database\pitted\pitted_0076.jpg,database\pitted
database\pitted\pitted_0077.jpg,database\pitted
database\pitted\pitted_0078.jpg,database\pitted
database\pitted\pitted_0081.jpg,database\pitted
database\pitted\pitted_0082.jpg,database\pitted
database\pitted\pitted_0083.jpg,database\pitted
database\pitted\pitted_0084.jpg,database\pitted
database\pitted\pitted_0089.jpg,database\pitted
database\pitted\pitted_0090.jpg,database\pitted
database\pitted\pitted_0091.jpg,database\pitted
database\pitted\pitted_0094.jpg,database\pitted
database\pitted\pitted_0095.jpg,database\pitted
database\pitted\pitted_0100.jpg,database\pitted
database\pitted\pitted_0101.jpg,database\pitted
database\pitted\pitted_0102.jpg,database\pitted
database\pitted\pitted_0103.jpg,database\pitted
database\pitted\pitted_0104.jpg,database\pitted
database\pitted\pitted_0105.jpg,database\pitted
database\pitted\pitted_0106.jpg,database\pitted
database\pitted\pitted_0107.jpg,database\pitted
database\pitted\pitted_0108.jpg,database\pitted
database\pitted\pitted_0109.jpg,database\pitted
database\pitted\pitted_0110.jpg,database\pitted
database\pitted\pitted_0111.jpg,database\pitted
database\pitted\pitted_0112.jpg,database\pitted
database\pitted\pitted_0113.jpg,database\pitted
database\pitted\pitted_0114.jpg,database\pitted
database\pitted\pitted_0115.jpg,database\pitted
database\pitted\pitted_0116.jpg,database\pitted
database\pitted\pitted_0117.jpg,database\pitted
database\pitted\pitted_0118.jpg,database\pitted
database\pitted\pitted_0119.jpg,database\pitted
database\pitted\pitted_0120.jpg,database\pitted
database\pitted\pitted_0121.jpg,database\pitted
database\pitted\pitted_0122.jpg,database\pitted
database\pitted\pitted_0123.jpg,database\pitted
database\pitted\pitted_0124.jpg,database\pitted
database\pitted\pitted_0125.jpg,database\pitted
database\pitted\pitted_0126.jpg,database\pitted
database\pitted\pitted_0127.jpg,database\pitted
database\pitted\pitted_0128.jpg,database\pitted
database\pitted\pitted_0129.jpg,database\pitted
database\pitted\pitted_0130.jpg,database\pitted
database\pitted\pitted_0131.jpg,database\pitted
database\pitted\pitted_0132.jpg,database\pitted
database\pitted\pitted_0133.jpg,database\pitted
database\pitted\pitted_0134.jpg,database\pitted
database\pitted\pitted_0135.jpg,database\pitted
database\pitted\pitted_0136.jpg,database\pitted
database\pitted\pitted_0137.jpg,database\pitted
database\pitted\pitted_0138.jpg,database\pitted
database\pitted\pitted_0139.jpg,database\pitted
database\pitted\pitted_0140.jpg,database\pitted
database\pitted\pitted_0141.jpg,database\pitted
database\pitted\pitted_0142.jpg,database\pitted
database\pitted\pitted_0143.jpg,database\pitted
database\pitted\pitted_0144.jpg,database\pitted
database\pitted\pitted_0145.jpg,database\pitted
database\pitted\pitted_0146.jpg,database\pitted
database\pitted\pitted_0147.jpg,database\pitted
database\pitted\pitted_0148.jpg,database\pitted
database\pitted\pitted_0149.jpg,database\pitted
database\pitted\pitted_0150.jpg,database\pitted
database\pitted\pitted_0151.jpg,database\pitted
database\pitted\pitted_0152.jpg,database\pitted
